10gs,-386.02602681592543
184l,-157.56052904953032
185l,-157.43915822036027
186l,-157.64467961399444
187l,-157.48392616160027
188l,-157.2780626495206
1a1e,-200.21822492178893
1a28,-227.27645584948783
1a30,-169.42843951670514
1a4k,-740.0789015078461
1a4r,-324.4582874508417
1a4w,-255.9056908371857
1a94,-166.50811481557517
1a99,-590.2822830575085
1a9m,-168.75578481478604
1a9q,-777.6764726255508
1aaq,-166.79184164532452
1add,-314.0994167429609
1adl,-237.4138374849215
1afk,-112.17654243858044
1afl,-112.05577164898976
1ai4,-700.9115205505739
1ai5,-710.7332413408549
1ai7,-699.9790902640472
1aid,-169.04748181115602
1aj7,-370.9526550359566
1ajn,-700.0340153615906
1ajp,-709.9526316971708
1ajq,-710.018621396153
1ajv,-168.4560600053371
1ajx,-167.81987540768927
1alw,-320.9053200722818
1amk,-428.6995270412873
1amw,-393.8644080216917
1apv,-261.2002639270679
1atl,-373.54531160778527
1atr,-351.6583360905947
1avn,-233.50565597477728
1ax0,-414.5513374560639
1azm,-226.34755781810048
1b05,-474.59917073144845
1b0h,-490.6355569385954
1b1h,-490.7737393786612
1b2h,-488.0043392751433
1b32,-490.1450180106036
1b38,-260.55303328719754
1b3f,-489.04659976877286
1b3g,-488.4153604682181
1b3h,-488.1852951182
1b3l,-484.5134474469304
1b40,-483.5517133308169
1b46,-489.2613705851837
1b4h,-490.0324351948475
1b4z,-489.9353628401468
1b51,-488.7700822088324
1b52,-484.30140464295886
1b55,-606.8694063052757
1b57,-602.3350083914459
1b58,-488.0848084356476
1b5h,-489.7206137656181
1b5i,-488.3769552981528
1b5j,-490.2166949263493
1b6h,-490.0157854564656
1b6j,-172.27996349957283
1b6k,-171.6045250716561
1b6l,-168.94980969526682
1b7h,-487.36574997385145
1b8n,-265.48826972301345
1b8o,-266.2806200173862
1b8y,-148.5849782527083
1b9j,-490.73519560354913
1bai,-233.09700056895767
1bcd,-229.1822094054489
1bcu,-227.6566714750056
1bdq,-166.91277003388092
1bgq,-400.1736633964297
1bhf,-103.6411990084434
1bhx,-227.68598622025235
1bju,-188.09714464808488
1bjv,-185.5105905312884
1bm7,-375.6936294698156
1bma,-222.94239262299843
1bn1,-230.16291628093413
1bn3,-228.3433914665896
1bn4,-229.31492500206733
1bnn,-228.84770968979169
1bnq,-227.13751119564023
1bnt,-226.00816430060368
1bnu,-226.6466508832397
1bnv,-227.644594847861
1bnw,-225.961773038609
1bp0,-548.8508586785109
1br6,-259.32848908593365
1bty,-183.41345065715663
1bv7,-170.33042518141116
1bv9,-172.62068246958583
1bwa,-171.81402682131096
1bwb,-170.7618300694183
1bxo,-259.83882557200235
1bxq,-274.4710767771283
1bzc,-282.780843404843
1bzj,-280.13734734544045
1bzy,-793.8224883157411
1c1r,-188.46781750389977
1c1u,-231.5839412212939
1c1v,-229.08945499307129
1c3x,-667.9079030396529
1c4u,-227.6500212130196
1c5c,-375.63205731370255
1c5n,-231.16285892924452
1c5o,-227.22862429253047
1c5p,-187.96228316857776
1c5q,-186.5864897879041
1c5s,-186.5627019145935
1c5t,-188.4795258091581
1c5x,-207.41011139225137
1c5y,-206.29444490166549
1c70,-174.8893190476071
1c83,-282.86996762102984
1c84,-282.4476824191354
1c86,-279.2681992427187
1c87,-282.24253513421183
1c88,-283.2513681213741
1cbx,-273.6099943018089
1ceb,-77.62897753827912
1cgl,-154.64490897625615
1ciz,-156.81434464347643
1cnw,-227.0585383891721
1cnx,-228.99233122482232
1cny,-226.91543188124265
1cps,-276.59112753519884
1ctt,-504.6624211272554
1ctu,-503.5038479338175
1d3d,-271.5732406333304
1d3p,-271.4643759742501
1d4h,-178.9340403378149
1d4i,-176.51856052411216
1d4j,-175.90200480074827
1d4k,-168.7721442296097
1d4l,-169.7689736415352
1d4p,-264.98294395518275
1d4y,-176.39466428912158
1d6v,-372.2437393667036
1d6w,-225.7435610449875
1d7i,-97.32762617379754
1d7j,-96.17081147469894
1d9i,-223.41250385968365
1dar,-553.6497050895152
1det,-92.90371196822088
1df8,-418.4115267826255
1dgm,-294.216097121454
1dhi,-289.9504977253391
1dhj,-291.0811181630983
1dif,-178.47343720116976
1dl7,-194.20200914021208
1dmp,-167.79276275730007
1dqn,-427.9185619463887
1drj,-243.23233182350785
1drk,-241.57120411393413
1dud,-343.47955325241446
1dy4,-366.9695248235512
1dzk,-130.82278098480091
1e1v,-258.1490614922344
1e1x,-260.19434444121515
1e2k,-547.3042062557256
1e2l,-535.2075910473429
1e3g,-226.9491874764389
1e3v,-237.4563308716003
1e4h,-388.0284416022565
1e5j,-282.22077963928297
1eb2,-189.46093772613244
1ebw,-180.34046786218065
1eby,-177.36979121158288
1ebz,-176.4468407346325
1ec0,-177.7164340548742
1ec1,-181.01105594133392
1ec2,-179.00787562021685
1ec3,-177.79528330687006
1ecv,-282.5437164736885
1efy,-315.5460923050055
1egh,-809.8039217564249
1ejn,-210.26767795961
1ela,-219.64855076690168
1elb,-226.39860566064337
1elc,-224.42255097615936
1eld,-225.65425714418268
1ele,-225.24198018113853
1elr,-143.678029594819
1enu,-343.80594690516125
1eoc,-424.9359168964448
1epo,-246.10862496486675
1erb,-169.19889170245722
1ew8,-782.4449433600665
1ew9,-786.1463358448069
1ex8,-163.8110084350106
1ez9,-328.0436885117476
1ezq,-257.8407178298211
1f0r,-257.8884647697401
1f0s,-257.41632312652075
1f0t,-188.7535845916316
1f0u,-189.46697671452267
1f3e,-353.64190267228724
1f4e,-489.76287700056855
1f4f,-491.9481197170938
1f4g,-493.0665404709101
1f4x,-362.7239176496022
1f57,-277.3258296531185
1f5k,-206.57187486228085
1f5l,-203.31970187413185
1fao,-97.2913826938196
1fch,-296.63211535268306
1fcx,-216.55989169996408
1fcy,-217.1946356924593
1fcz,-216.6956857324112
1fd0,-216.85501666699813
1fh7,-287.35289912045937
1fh8,-283.4015110445772
1fh9,-286.72539411149535
1fhd,-283.68758999429946
1fiv,-233.75816556895617
1fjs,-262.0643352955364
1fkb,-94.5406893938754
1fkf,-94.56045622440207
1fkg,-98.15090623895463
1fkh,-99.73051578536354
1fki,-191.18170648556983
1fkn,-351.24048542896736
1fkw,-318.7644768336665
1fl3,-364.9109892140543
1flr,-390.92195977825344
1fm9,-469.2279454512186
1fo0,-566.1321922086435
1fpc,-223.780245165662
1fq5,-266.57037686107464
1ft7,-248.9447803456011
1ftm,-225.87239978908408
1fv0,-105.43506299419104
1fzj,-368.8757625308572
1fzk,-352.4562049564415
1fzm,-351.531464657192
1fzo,-370.45246552505023
1fzq,-164.82917782941078
1g1d,-228.78026529120453
